Word,Concreteness,Frequency,Dom_Pos
circus,4.43,870,Noun
citizen,4.43,680,Noun
clothing,4.43,553,Noun
cockfight,4.43,9,Noun
crematorium,4.43,19,Noun
crevice,4.43,21,Noun
engraver,4.43,10,Noun
entryway,4.43,8,Noun
excrement,4.43,62,Noun
firelight,4.43,25,Noun
fistfight,4.43,24,Noun
flannel,4.43,70,Noun
floodgate,4.43,2,Noun
flooring,4.43,22,Noun
gang,4.43,1537,Noun
gauntlet,4.43,39,Noun
glitter,4.43,104,Noun
grounds,4.43,533,Noun
headwaiter,4.43,15,Noun
hem,4.43,42,Noun
housewife,4.43,180,Noun
kimono,4.43,55,Noun
lioness,4.43,17,Noun
list,4.43,4110,Noun
lumberman,4.43,1,Noun
medic,4.43,291,Noun
minefield,4.43,52,Noun
moneylender,4.43,4,Noun
moonlight,4.43,354,Noun
nosebleed,4.43,41,Noun
oboe,4.43,18,Noun
octagon,4.43,11,Noun
orthodontist,4.43,25,Noun
oxcart,4.43,1,Noun
pad,4.43,415,Noun
papa,4.43,2172,Noun
penicillin,4.43,125,Noun
peppermint,4.43,71,Noun
pharaoh,4.43,112,Noun
pilgrim,4.43,188,Noun
pint,4.43,167,Noun
polo,4.43,178,Noun
quarter,4.43,1327,Noun
quiz,4.43,252,Noun
recipe,4.43,388,Noun
recorder,4.43,252,Noun
referee,4.43,183,Noun
rod,4.43,547,Noun
seamstress,4.43,27,Noun
shirtfront,4.43,1,Noun
shopkeeper,4.43,20,Noun
signature,4.43,622,Noun
skyline,4.43,34,Noun
sons,4.43,921,Noun
sorbet,4.43,14,Noun
spoonful,4.43,30,Noun
stew,4.43,328,Noun
sulfur,4.43,60,Noun
tennis,4.43,695,Noun
timestamp,4.43,1,Noun
trapezoid,4.43,3,Noun
typewriting,4.43,3,Noun
watchtower,4.43,22,Noun
waterfowl,4.43,1,Noun
waterwheel,4.43,1,Noun
welt,4.43,9,Noun
wizard,4.43,542,Noun
woodwind,4.43,15,Noun
acetone,4.42,8,Noun
appendectomy,4.42,33,Noun
artwork,4.42,78,Noun
bellhop,4.42,34,Noun
blowpipe,4.42,4,Noun
booth,4.42,1039,Noun
bricklayer,4.42,10,Noun
cabbie,4.42,71,Noun
clarinetist,4.42,1,Noun
clove,4.42,26,Noun
cuckoo,4.42,151,Noun
freighter,4.42,109,Noun
geisha,4.42,146,Noun
glasshouse,4.42,1,Noun
hermaphrodite,4.42,15,Noun
musician,4.42,308,Noun
newsboy,4.42,14,Noun
opal,4.42,52,Noun
paratroops,4.42,9,Noun
penitentiary,4.42,144,Noun
plantain,4.42,1,Noun
pore,4.42,24,Noun
prosthetics,4.42,5,Noun
rubbers,4.42,67,Noun
schnauzer,4.42,10,Noun
seaman,4.42,86,Noun
sideboard,4.42,13,Noun
skiing,4.42,212,Noun
spearman,4.42,1,Noun
stylus,4.42,6,Noun
sunbird,4.42,2,Noun
tang,4.42,114,Noun
thumbhole,4.42,2,Noun
tomcat,4.42,34,Noun
whistle,4.42,788,Noun
wrestler,4.42,91,Noun
yardman,4.42,2,Noun
accountant,4.41,315,Noun
albino,4.41,59,Noun
asylum,4.41,234,Noun
ballpoint,4.41,20,Noun
barrier,4.41,173,Noun
batter,4.41,203,Noun
biographer,4.41,22,Noun
blackfish,4.41,1,Noun
blush,4.41,136,Noun
bridesmaid,4.41,125,Noun
brunch,4.41,189,Noun
chairwoman,4.41,10,Noun
clasp,4.41,52,Noun
clothespin,4.41,15,Noun
coattail,4.41,3,Noun
crossroad,4.41,9,Noun
curve,4.41,235,Noun
daybed,4.41,1,Noun
distillery,4.41,14,Noun
document,4.41,515,Noun
dorm,4.41,369,Noun
espresso,4.41,105,Noun
file,4.41,2246,Noun
flagstaff,4.41,42,Noun
flutist,4.41,1,Noun
geologist,4.41,51,Noun
glycerin,4.41,7,Noun
gristle,4.41,11,Noun
groomer,4.41,6,Noun
horseback,4.41,95,Noun
iodine,4.41,64,Noun
item,4.41,628,Noun
juniper,4.41,24,Noun
kickoff,4.41,53,Noun
lettering,4.41,23,Noun
lieutenant,4.41,5306,Noun
lining,4.41,231,Noun
logos,4.41,17,Noun
marshal,4.41,900,Noun
mesh,4.41,35,Noun
mineral,4.41,132,Noun
mole,4.41,411,Noun
needlework,4.41,14,Noun
newsagent,4.41,1,Noun
nightcap,4.41,90,Noun
nights,4.41,1727,Noun
paintwork,4.41,1,Noun
paneling,4.41,9,Noun
path,4.41,1252,Noun
paycheck,4.41,218,Noun
pedestrian,4.41,71,Noun
pictograph,4.41,1,Noun
port,4.41,741,Noun
publication,4.41,90,Noun
riverfront,4.41,10,Noun
screenplay,4.41,133,Noun
seawater,4.41,23,Noun
shortcake,4.41,26,Noun
spackle,4.41,9,Noun
splinter,4.41,75,Noun
stickball,4.41,13,Noun
sting,4.41,358,Noun
turquoise,4.41,45,Noun
typist,4.41,42,Noun
wedge,4.41,119,Noun
windstorm,4.41,9,Noun
adult,4.4,729,Noun
aircraft,4.4,482,Noun
alehouse,4.4,1,Noun
azalea,4.4,6,Noun
bedroll,4.4,8,Noun
brownstone,4.4,25,Noun
chambermaid,4.4,31,Noun
cocktail,4.4,555,Noun
coral,4.4,121,Noun
drill,4.4,701,Noun
dust,4.4,1216,Noun
gashes,4.4,8,Noun
hardwood,4.4,33,Noun
librarian,4.4,147,Noun
logo,4.4,92,Noun
magnifier,4.4,3,Noun
midget,4.4,235,Noun
mom,4.4,21950,Noun
oilcloth,4.4,1,Noun
pigment,4.4,15,Noun
piping,4.4,36,Noun
president,4.4,7174,Noun
sewing,4.4,198,Noun
stub,4.4,49,Noun
warlord,4.4,39,Noun
waterline,4.4,4,Noun
waterway,4.4,6,Noun
winch,4.4,69,Noun
zinc,4.4,43,Noun
ballgame,4.39,52,Noun
batwing,4.39,2,Noun
bellboy,4.39,63,Noun
beluga,4.39,28,Noun
bluebonnet,4.39,1,Noun
bridegroom,4.39,73,Noun
brow,4.39,94,Noun
bungee,4.39,36,Noun
charger,4.39,62,Noun
chateau,4.39,129,Noun
cleric,4.39,68,Noun
compressor,4.39,25,Noun
crewman,4.39,50,Noun
dragon,4.39,984,Noun
earnings,4.39,48,Noun
gash,4.39,35,Noun
grandpa,4.39,1661,Noun
gumbo,4.39,45,Noun
gynecologist,4.39,72,Noun
harpooner,4.39,3,Noun
headstone,4.39,51,Noun
jackal,4.39,81,Noun
lithograph,4.39,3,Noun
lockbox,4.39,16,Noun
maidservant,4.39,6,Noun
manicure,4.39,101,Noun
masseur,4.39,20,Noun
netting,4.39,18,Noun
nurse,4.39,2294,Noun
percolator,4.39,4,Noun
pinkie,4.39,85,Noun
punch,4.39,1514,Noun
quartet,4.39,80,Noun
sailcloth,4.39,2,Noun
scale,4.39,485,Noun
scriptwriter,4.39,2,Noun
sparks,4.39,256,Noun
stag,4.39,81,Noun
steps,4.39,1259,Noun
talker,4.39,91,Noun
tenderloin,4.39,20,Noun
undershorts,4.39,6,Noun
windsock,4.39,1,Noun
wrapper,4.39,85,Noun
bangle,4.38,5,Noun
beacon,4.38,197,Noun
blacksmith,4.38,107,Noun
boob,4.38,153,Noun
bouncer,4.38,81,Noun
braid,4.38,48,Noun
cataract,4.38,6,Noun
centrifuge,4.38,5,Noun
corsage,4.38,48,Noun
dew,4.38,109,Noun
doorkeeper,4.38,3,Noun
filmmaker,4.38,104,Noun
glycerol,4.38,2,Noun
goblin,4.38,48,Noun
griddle,4.38,18,Noun
groundskeeper,4.38,18,Noun
handset,4.38,13,Noun
harem,4.38,45,Noun
hatband,4.38,1,Noun
hearth,4.38,34,Noun
heron,4.38,14,Noun
jade,4.38,259,Noun
lakeshore,4.38,9,Noun
lesion,4.38,30,Noun
lighting,4.38,323,Noun
loin,4.38,18,Noun
looter,4.38,10,Noun
mariner,4.38,22,Noun
mathematician,4.38,49,Noun
mechanic,4.38,258,Noun
millimeter,4.38,70,Noun
neuropsychologist,4.38,1,Noun
origami,4.38,39,Noun
oriole,4.38,5,Noun
ovum,4.38,7,Noun
pant,4.38,49,Noun
playbook,4.38,45,Noun
potion,4.38,380,Noun
projectile,4.38,43,Noun
puffin,4.38,8,Noun
romaine,4.38,11,Noun
rook,4.38,71,Noun
salesperson,4.38,17,Noun
saltine,4.38,10,Noun
shred,4.38,150,Noun
shutter,4.38,74,Noun
silversmith,4.38,3,Noun
slave,4.38,940,Noun
sleepwalker,4.38,11,Noun
superstore,4.38,22,Noun
teat,4.38,16,Noun
teller,4.38,131,Noun
tinsmith,4.38,1,Noun
tote,4.38,55,Noun
tubing,4.38,35,Noun
tungsten,4.38,8,Noun
turnpike,4.38,47,Noun
visa,4.38,216,Noun
wrestling,4.38,446,Noun
wristlet,4.38,1,Noun
badger,4.37,89,Noun
bunkhouse,4.37,41,Noun
caddie,4.37,36,Noun
caravan,4.37,74,Noun
carmaker,4.37,1,Noun
caseworker,4.37,14,Noun
caterer,4.37,106,Noun
clip,4.37,290,Noun
composer,4.37,127,Noun
electronics,4.37,139,Noun
fluoride,4.37,12,Noun
footpad,4.37,4,Noun
footprint,4.37,55,Noun
foreman,4.37,283,Noun
fumigator,4.37,1,Noun
fuzz,4.37,95,Noun
gag,4.37,360,Noun
granddaughter,4.37,330,Noun
groundwater,4.37,4,Noun
igniter,4.37,4,Noun
inch,4.37,631,Noun
insulin,4.37,107,Noun
investigator,4.37,311,Noun
invoice,4.37,53,Noun
jailhouse,4.37,69,Noun
jambalaya,4.37,12,Noun
laryngitis,4.37,23,Noun
mayor,4.37,1595,Noun
microfilm,4.37,67,Noun
nook,4.37,54,Noun
paramedics,4.37,255,Noun
pastor,4.37,219,Noun
pawnbroker,4.37,9,Noun
peepshow,4.37,3,Noun
pennant,4.37,38,Noun
pigpen,4.37,16,Noun
pilothouse,4.37,4,Noun
pine,4.37,316,Noun
postage,4.37,48,Noun
puffball,4.37,4,Noun
quarry,4.37,78,Noun
rapper,4.37,90,Noun
roadhouse,4.37,38,Noun
sap,4.37,178,Noun
sibling,4.37,49,Noun
spitball,4.37,13,Noun
suppository,4.37,13,Noun
sweatband,4.37,4,Noun
thief,4.37,1238,Noun
topaz,4.37,51,Noun
transmitter,4.37,205,Noun
urethra,4.37,12,Noun
vestibule,4.37,20,Noun
web,4.37,470,Noun
wheelie,4.37,11,Noun
whimper,4.37,37,Noun
womb,4.37,177,Noun
acrobatics,4.36,11,Noun
amphitheater,4.36,5,Noun
armory,4.36,95,Noun
bandit,4.36,191,Noun
bloodworm,4.36,1,Noun
booty,4.36,313,Noun
breath,4.36,2291,Noun
buyer,4.36,264,Noun
catalogue,4.36,108,Noun
chalet,4.36,26,Noun
copperplate,4.36,1,Noun
cough,4.36,448,Noun
coverall,4.36,3,Noun
crew,4.36,2424,Noun
denims,4.36,5,Noun
diagram,4.36,65,Noun
digs,4.36,151,Noun
ember,4.36,11,Noun
feeder,4.36,35,Noun
fjord,4.36,24,Noun
flake,4.36,89,Noun
flier,4.36,109,Noun
gunboat,4.36,32,Noun
housekeeper,4.36,298,Noun
hump,4.36,225,Noun
illustration,4.36,24,Noun
infantryman,4.36,5,Noun
landslide,4.36,42,Noun
ledger,4.36,62,Noun
legionnaire,4.36,4,Noun
linseed,4.36,10,Noun
maraschino,4.36,12,Noun
mayflower,4.36,76,Noun
mincemeat,4.36,22,Noun
orifice,4.36,30,Noun
pedicure,4.36,44,Noun
penthouse,4.36,231,Noun
pockmark,4.36,1,Noun
poet,4.36,470,Noun
quadriceps,4.36,4,Noun
quadruplet,4.36,1,Noun
receptionist,4.36,97,Noun
risotto,4.36,43,Noun
scrapheap,4.36,4,Noun
shakers,4.36,32,Noun
shepherdess,4.36,6,Noun
snack,4.36,466,Noun
spigot,4.36,15,Noun
staff,4.36,1632,Noun
stalagmite,4.36,1,Noun
subbasement,4.36,9,Noun
timepiece,4.36,14,Noun
triplet,4.36,2,Noun
turnstile,4.36,19,Noun
ventricle,4.36,30,Noun
watchmaker,4.36,7,Noun
woodshop,4.36,3,Noun
world,4.36,23216,Noun
adhesive,4.35,47,Noun
aisle,4.35,379,Noun
amber,4.35,473,Noun
bayberry,4.35,3,Noun
birthmark,4.35,85,Noun
broadcaster,4.35,7,Noun
businesswoman,4.35,25,Noun
camp,4.35,2612,Noun
chemotherapy,4.35,59,Noun
clef,4.35,6,Noun
compasses,4.35,6,Noun
concert,4.35,895,Noun
condominium,4.35,17,Noun
dick,4.35,2703,Noun
dogcatcher,4.35,18,Noun
emperor,4.35,690,Noun
fingerboard,4.35,4,Noun
gallows,4.35,91,Noun
gunner,4.35,120,Noun
hologram,4.35,33,Noun
logjam,4.35,4,Noun
lotus,4.35,104,Noun
meadowlark,4.35,13,Noun
monk,4.35,376,Noun
pallbearer,4.35,11,Noun
poolroom,4.35,18,Noun
powderpuff,4.35,1,Noun
roadster,4.35,18,Noun
shaver,4.35,24,Noun
submariner,4.35,8,Noun
sweathouse,4.35,1,Noun
willow,4.35,318,Noun
winery,4.35,17,Noun
yachtsman,4.35,3,Noun
airway,4.34,83,Noun
blowhole,4.34,3,Noun
boner,4.34,119,Noun
choir,4.34,271,Noun
clockmaker,4.34,1,Noun
clone,4.34,128,Noun
conquistador,4.34,7,Noun
continent,4.34,187,Noun
coroner,4.34,458,Noun
decoy,4.34,182,Noun
greenery,4.34,7,Noun
gunfighter,4.34,72,Noun
handshaking,4.34,4,Noun
hickory,4.34,69,Noun
landscape,4.34,127,Noun
lecturer,4.34,41,Noun
mate,4.34,1491,Noun
microwave,4.34,199,Noun
parasite,4.34,126,Noun
passenger,4.34,549,Noun
psychiatrist,4.34,615,Noun
residence,4.34,421,Noun
root,4.34,534,Noun
shackle,4.34,16,Noun
shroud,4.34,52,Noun
soundtrack,4.34,48,Noun
staple,4.34,57,Noun
starlight,4.34,81,Noun
surgery,4.34,1651,Noun
teenager,4.34,351,Noun
thunder,4.34,679,Noun
troop,4.34,296,Noun
waistline,4.34,23,Noun
whaler,4.34,20,Noun
article,4.33,998,Noun
backstairs,4.33,10,Noun
blacksnake,4.33,2,Noun
blowjob,4.33,82,Noun
boater,4.33,1,Noun
bowels,4.33,87,Noun
breastbone,4.33,9,Noun
briefs,4.33,42,Noun
cartoon,4.33,192,Noun
cellulose,4.33,6,Noun
chaplain,4.33,116,Noun
chromium,4.33,33,Noun
committeewoman,4.33,2,Noun
contortionist,4.33,6,Noun
controller,4.33,66,Noun
cottonwood,4.33,15,Noun
cursor,4.33,3,Noun
dunghill,4.33,4,Noun
epinephrine,4.33,59,Noun
festival,4.33,505,Noun
frostbite,4.33,45,Noun
granddad,4.33,114,Noun
graveside,4.33,6,Noun
gully,4.33,47,Noun
hauler,4.33,3,Noun
insulation,4.33,51,Noun
jackknife,4.33,9,Noun
jetliner,4.33,3,Noun
kayaker,4.33,1,Noun
lady,4.33,11071,Noun
leaseholder,4.33,3,Noun
leech,4.33,89,Noun
ligament,4.33,25,Noun
marmot,4.33,3,Noun
matador,4.33,40,Noun
medalist,4.33,4,Noun
mixer,4.33,55,Noun
paddleball,4.33,2,Noun
phrasebook,4.33,2,Noun
politician,4.33,167,Noun
postmark,4.33,19,Noun
psychologist,4.33,183,Noun
rugby,4.33,44,Noun
savannah,4.33,77,Noun
seabed,4.33,4,Noun
shit,4.33,24207,Noun
signalman,4.33,9,Noun
silicone,4.33,40,Noun
slobber,4.33,22,Noun
songwriter,4.33,50,Noun
square,4.33,1620,Noun
stepchild,4.33,7,Noun
streetwalker,4.33,12,Noun
superhighway,4.33,5,Noun
supermodel,4.33,47,Noun
tsunami,4.33,27,Noun
walkway,4.33,19,Noun
watercolor,4.33,5,Noun
widow,4.33,617,Noun
winemaker,4.33,9,Noun
accelerator,4.32,69,Noun
avalanche,4.32,173,Noun
bachelor,4.32,504,Noun
baklava,4.32,15,Noun
bottlenose,4.32,2,Noun
caddy,4.32,145,Noun
calligraphy,4.32,28,Noun
cinematographer,4.32,17,Noun
classmate,4.32,78,Noun
clicker,4.32,21,Noun
cyanide,4.32,92,Noun
drapery,4.32,3,Noun
dungeon,4.32,131,Noun
fireball,4.32,76,Noun
foal,4.32,14,Noun
glider,4.32,35,Noun
grillwork,4.32,2,Noun
hunchback,4.32,50,Noun
judo,4.32,49,Noun
loft,4.32,186,Noun
methane,4.32,58,Noun
oilskin,4.32,1,Noun
ophthalmologist,4.32,14,Noun
picnicker,4.32,1,Noun
pooch,4.32,66,Noun
pullover,4.32,13,Noun
rapist,4.32,162,Noun
ringmaster,4.32,20,Noun
sherry,4.32,705,Noun
shoplifter,4.32,25,Noun
skier,4.32,24,Noun
smirk,4.32,41,Noun
smokehouse,4.32,18,Noun
snapdragon,4.32,1,Noun
socket,4.32,82,Noun
sportswoman,4.32,2,Noun
squat,4.32,160,Noun
station,4.32,4033,Noun
stepsister,4.32,17,Noun
stockbroker,4.32,54,Noun
swampland,4.32,1,Noun
talc,4.32,12,Noun
thumbscrew,4.32,3,Noun
transceiver,4.32,49,Noun
treasure,4.32,972,Noun
urination,4.32,28,Noun
writer,4.32,1200,Noun
alphabet,4.31,127,Noun
artillery,4.31,280,Noun
bass,4.31,385,Noun
bridgework,4.31,6,Noun
butane,4.31,15,Noun
causeway,4.31,17,Noun
cellist,4.31,21,Noun
chairlady,4.31,7,Noun
chairman,4.31,605,Noun
choker,4.31,15,Noun
cleft,4.31,30,Noun
commander,4.31,1887,Noun
constellation,4.31,48,Noun
court,4.31,5137,Noun
daytime,4.31,193,Noun
furnishings,4.31,24,Noun
goop,4.31,35,Noun
grocery,4.31,280,Noun
hiccup,4.31,27,Noun
hockey,4.31,588,Noun
hornpipe,4.31,4,Noun
housemate,4.31,4,Noun
implant,4.31,109,Noun
lapdog,4.31,21,Noun
leaflet,4.31,2,Noun
letterhead,4.31,21,Noun
lunch,4.31,5310,Noun
mainland,4.31,154,Noun
merchant,4.31,146,Noun
music,4.31,7734,Noun
obstetrician,4.31,13,Noun
outdoorsman,4.31,4,Noun
outlet,4.31,102,Noun
overhang,4.31,9,Noun
panelist,4.31,1,Noun
perm,4.31,51,Noun
plateau,4.31,29,Noun
porthole,4.31,28,Noun
pregnancy,4.31,334,Noun
pump,4.31,645,Noun
robber,4.31,239,Noun
rocker,4.31,64,Noun
shop,4.31,2731,Noun
smuggler,4.31,62,Noun
stewardess,4.31,161,Noun
sultan,4.31,164,Noun
sweeper,4.31,32,Noun
torturer,4.31,13,Noun
track,4.31,2843,Noun
trainer,4.31,284,Noun
trigger,4.31,861,Noun
watercress,4.31,4,Noun
whirlybird,4.31,8,Noun
alleyway,4.3,40,Noun
arches,4.3,43,Noun
athlete,4.3,235,Noun
bale,4.3,104,Noun
brigade,4.3,163,Noun
bunk,4.3,320,Noun
bushel,4.3,32,Noun
caveman,4.3,103,Noun
centerpieces,4.3,15,Noun
chef,4.3,606,Noun
clipper,4.3,59,Noun
clips,4.3,111,Noun
cop,4.3,4393,Noun
devilfish,4.3,5,Noun
echocardiogram,4.3,2,Noun
elf,4.3,193,Noun
emblem,4.3,33,Noun
entranceway,4.3,1,Noun
exerciser,4.3,2,Noun
fawn,4.3,36,Noun
feast,4.3,342,Noun
fishing,4.3,1204,Noun
frame,4.3,719,Noun
fuel,4.3,876,Noun
golfing,4.3,79,Noun
grandson,4.3,407,Noun
grip,4.3,494,Noun
grocer,4.3,35,Noun
growl,4.3,50,Noun
hardtop,4.3,18,Noun
homeroom,4.3,59,Noun
horseman,4.3,61,Noun
investor,4.3,65,Noun
jaundice,4.3,14,Noun
laminator,4.3,1,Noun
mama,4.3,5289,Noun
mercenary,4.3,98,Noun
miner,4.3,74,Noun
mite,4.3,60,Noun
mortician,4.3,31,Noun
negro,4.3,274,Noun
nightie,4.3,35,Noun
palette,4.3,29,Noun
parachutist,4.3,8,Noun
paw,4.3,159,Noun
plasterer,4.3,6,Noun
plutonium,4.3,100,Noun
post,4.3,1654,Noun
protestor,4.3,3,Noun
pulp,4.3,93,Noun
rattrap,4.3,17,Noun
reflector,4.3,14,Noun
resort,4.3,352,Noun
sextant,4.3,8,Noun
shipwreck,4.3,27,Noun
silo,4.3,48,Noun
spectrogram,4.3,1,Noun
stack,4.3,311,Noun
steelworks,4.3,4,Noun
stenographer,4.3,41,Noun
stinger,4.3,45,Noun
subsoil,4.3,3,Noun
taxis,4.3,52,Noun
thug,4.3,178,Noun
tigress,4.3,14,Noun
token,4.3,205,Noun
trap,4.3,1216,Noun
wicker,4.3,48,Noun
wrinkle,4.3,96,Noun
zoologist,4.3,12,Noun
academy,4.29,633,Noun
airbase,4.29,5,Noun
alloy,4.29,52,Noun
applause,4.29,576,Noun
arsenic,4.29,63,Noun
audience,4.29,1294,Noun
autopsy,4.29,489,Noun
border,4.29,876,Noun
chord,4.29,93,Noun
coonhound,4.29,3,Noun
cowhand,4.29,21,Noun
dad,4.29,25870,Noun
dictator,4.29,108,Noun
dividers,4.29,2,Noun
duckweed,4.29,1,Noun
gas,4.29,3457,Noun
hermit,4.29,60,Noun
hull,4.29,215,Noun
juror,4.29,131,Noun
kibble,4.29,41,Noun
kidnapper,4.29,206,Noun
landowner,4.29,19,Noun
modem,4.29,55,Noun
momma,4.29,412,Noun
newswoman,4.29,8,Noun
